"","name","address","category"
"23","교보문고 부산점","부산광역시 부산진구 중앙대로 658 교보생명빌딩","쇼핑,유통 > 서점"
"24","코스트코코리아부산점","부산광역시 수영구 구락로 137","쇼핑,유통 > 슈퍼,마트"
"25","민락어민활어직판장","부산광역시 수영구 광안해변로312번길 60 민락어민활어직판장","쇼핑,유통 > 시장"
"26","삼진어묵 본점","부산광역시 영도구 태종로99번길 36","음식점 > 한식"
"27","르네시떼","부산광역시 사상구 광장로 7 르네시떼","쇼핑,유통 > 쇼핑센터,할인매장"
"28","뉴코아아울렛 덕천점","부산광역시 북구 만덕대로 23","쇼핑,유통 > 아울렛"
"29","러브 이즈 기빙","부산광역시 수영구 광안로45번길 22 1F","가구,인테리어 > 인테리어소품"
"30","신세계 센텀시티몰","부산광역시 해운대구 센텀4로 15","쇼핑,유통 > 백화점"
"31","영광도서","부산광역시 부산진구 서면문화로 10","쇼핑,유통 > 서점"
"32","고래사어묵해운대점","부산광역시 해운대구 구남로 14","가공식품 > 고래사어묵"
"33","현대백화점 부산점","부산광역시 동구 범일로 125 현대백화점부산점","쇼핑,유통 > 백화점"
"34","홈플러스 아시아드점","부산광역시 연제구 종합운동장로 7 부산아시아드주경기장노외주차장","쇼핑,유통 > 슈퍼,마트"
"35","부산진시장","부산광역시 동구 진시장로 24 부산진시장","쇼핑,유통 > 시장"
"36","롯데마트 화명점","부산광역시 북구 화명대로 47 롯데쇼핑(주)롯데마트화명점","쇼핑,유통 > 슈퍼,마트"
"37","이마트 트레이더스 서면점","부산광역시 부산진구 시민공원로 31 이마트트레이더스서면점","쇼핑,유통 > 슈퍼,마트"
"38","해운대시장","부산광역시 해운대구 구남로41번길 22-1","쇼핑,유통 > 시장"
"39","홈플러스 가야점","부산광역시 부산진구 가야대로 506","쇼핑,유통 > 슈퍼,마트"
"40","손목서가","부산광역시 영도구 흰여울길 307 손목서가","쇼핑,유통 > 서점"
"41","NC백화점 부산대점","부산광역시 금정구 부산대학로63번길 2 NC백화점부산대점","쇼핑,유통 > 백화점"
"42","부전시장","부산광역시 부산진구 중앙대로783번길 23","쇼핑,유통 > 시장"
"43","롯데백화점 센텀시티점","부산광역시 해운대구 센텀남대로 59 롯데백화점센텀시티점","쇼핑,유통 > 백화점"
"44","NC백화점 해운대점","부산광역시 해운대구 해운대로 813 NC백화점해운대점","쇼핑,유통 > 백화점"
