"","name","address","category"
"57","캠퍼캠핑","경상남도 창원시 의창구 우곡로217번길 10 더큰병원1층","쇼핑,유통 > 캠핑용품"
"58","어씨빅센터커피","경상남도 창원시 진해구 진해대로 317 시민레스토랑","쇼핑,유통 > 차,커피"
"59","마산부림시장","경상남도 창원시 마산합포구 3·15대로 352","쇼핑,유통 > 시장"
"60","다이소 창원상남2호점","경상남도 창원시 성산구 마디미로4번길 1 창원 Daily빌딩","쇼핑,유통 > 종합생활용품"
"61","고릴라캠핑 김해점","경상남도 김해시 대청로104번길 47-24","쇼핑,유통 > 캠핑용품"
"62","홈플러스 진주점","경상남도 진주시 대신로 304","쇼핑,유통 > 슈퍼,마트"
"63","이터널저니","경상남도 남해군 남면 남서대로1179번길 40-109","쇼핑,유통 > 서점"
"64","남해전통시장","경상남도 남해군 남해읍 화전로 110","쇼핑,유통 > 시장"
"65","하동공설시장","경상남도 하동군 하동읍 시장1길 16-4","쇼핑,유통 > 시장"
"66","B급상점","경상남도 남해군 남면 남면로66번길 41","가구,인테리어 > 인테리어소품"
"67","캠퍼캠핑","경상남도 창원시 의창구 우곡로217번길 10 더큰병원1층","쇼핑,유통 > 캠핑용품"
"68","어씨빅센터커피","경상남도 창원시 진해구 진해대로 317 시민레스토랑","쇼핑,유통 > 차,커피"
"69","마산부림시장","경상남도 창원시 마산합포구 3·15대로 352","쇼핑,유통 > 시장"
"70","다이소 창원상남2호점","경상남도 창원시 성산구 마디미로4번길 1 창원 Daily빌딩","쇼핑,유통 > 종합생활용품"
"71","토이앤맘 창원점","경상남도 창원시 의창구 의안로2번길 13","쇼핑,유통 > 수입유아용품"
"72","모다아울렛 진주점","경상남도 진주시 정촌면 삼일로95번길 46","종합도소매 > 아울렛"
"73","대현프리몰창원","경상남도 창원시 마산회원구 3·15대로 758 대현프리몰창원","쇼핑,유통 > 상가,아케이드"
"74","다래와인갤러리","경상남도 사천시 곤명면 경서대로 3552","쇼핑,유통 > 주류"
